validation_record_id,corpus_id,selection_stratum,title,authors,year,source_title_or_issuer,document_type,doi,url,access,access_type,access_url,screening_text,model_category,model_reason_code,model_confidence,model_needs_full_text,model_rationale,model_organism_evidence,model_stressor_evidence,model_response_evidence,model_transferability_basis,model_citation_chain_basis,core_include_trusted,priority_human_review,review_basis,final_category,reviewer_note
V6V-063,CWC-F251FAB22189,DEEPCOLD_CONTEXT_OR_CITATION,Mixed cold water coral community on Atlantic lower bathyal coarse sediment - JNCC Marine Habitat Classification,,,JNCC,repository_record,,https://mhc.jncc.gov.uk/biotopes/jnccmncr00002295,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://mhc.jncc.gov.uk/biotopes/jnccmncr00002295,"# Description of biotope or habitat type. To understand more about what this page is describing, see How to use the classification. See also How to cite. ## Mixed cold water coral community on Atlantic lower bathyal coarse sediment. ### Physical habitat description. Download comparative physical and biological data. The comparative tables enable a rapid comparison of the species composition and principal physical characteristics between a given set of biotopes. * Records used to define the biotope (core records). * Other records assigned to this biotope, marked as 'certain'. * Other records as",EXCLUDE,X08_OTHER_SCOPE_FAILURE,HIGH,False,"This record is a habitat classification page describing a biotope ('Mixed cold water coral community on Atlantic lower bathyal coarse sediment'). It provides physical habitat characteristics and species composition but contains no explicit sediment-related exposure, pathway, or biological response (e.g., mortality, growth, sediment clearance). The mention of coarse sediment is as a habitat type, not as a stressor. It does not meet CORE_INCLUDE. It is not a study of a transferable mechanism, and it is not a substantive source with a reference list likely to yield response evidence on sediment impacts; it is a classification record. Therefore, it is excluded under OTHER_SCOPE_FAILURE.",Mixed cold water coral community; cold-water corals in a lower bathyal habitat.,"No explicit sediment-related exposure or stressor; coarse sediment is described as a habitat substrate, not as a deposition, burial, turbidity, or resuspension pathway.",No eligible biological response reported; the record is a habitat classification description.,,,False,False,,,
V6V-064,CWC-779725E87382,WARM_TROPICAL_HARD_NEGATIVE,"THE EFFECTS OF DRILLING-FLUIDS (MUDS) AND TURBIDITY ON THE GROWTH AND METABOLIC STATE OF THE CORAL ACROPORA-CERVICORNIS, WITH COMMENTS ON METHODS OF NORMALIZATION FOR CORAL DATA","KENDALL, JJ | POWELL, EN | CONNOR, SJ | BRIGHT, TJ",1983,BULLETIN OF MARINE SCIENCE,JOUR,,,NO,NOT_CONFIRMED,,"The effects of a used drilling mud on coral health were examined by monitoring changes in calcification rate, soluble tissue protein concentration and total ninhydrin positive substance (NPS) concentration in the coral A. cervicornis. Exposure to a used drilling mud reduced calcification rate in growing tips by 62, 83 and 88% at 25, 50 and 100 ppm (vol/vol), respectively, after a 24-h exposure period. Soluble tissue protein concentration dropped significantly in the growing tip after 24 h exposure to a solution of 25, 50, 100 and 500 ppm drilling mud. Total NPS dropped significantly at the 100 and 500 ppm concentrations. Extensive zooxanthellae loss was observed after exposure to a solution of 500 ppm drilling mud for 24 h. Equivalent concentrations of kaolin (to produce turbidity) caused no drop in NPS or protein concentration and a much lower drop in calcification rate suggesting that the toxic effects observed for the drilling mud used were not caused by an increase in turbidity alone. The significant drop in protein concentration suggests that the use of protein or other tissue components for normalization in corals may not be justified in some cases and should be viewed with caution.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"This study directly tests the effects of drilling mud and turbidity on Acropora cervicornis, which is a tropical/warm-water coral, not a deep-sea or cold-water taxon. Although the stressor and responses are eligible, the warm-water organism default is EXCLUDE under X02 because the supplied text provides no explicit evidence that these findings are closely transferable to deep-sea or cold-water corals. The abstract does not mention cold-water or deep-sea comparability, so the tropical nature is a specific eligibility failure. No citation-chain basis applies because this is a warm-water paper and not a justified lead for deep-sea/cold-water evidence.","Coral Acropora cervicornis, a warm-water/tropical species.",Used drilling mud and kaolin-induced turbidity; drilling-fluid exposure and turbidity were explicitly tested.,"Measured calcification rate, soluble tissue protein, total ninhydrin positive substances (NPS), and zooxanthellae loss; significant responses at various concentrations.",,,False,False,,,
V6V-065,CWC-7AB116ED33BE,WARM_TROPICAL_HARD_NEGATIVE,Early recovery dynamics of turbid coral reefs after recurring bleaching events,Richard D. Evans | Shaun K. Wilson | Rebecca Fisher | Nicole M. Ryan | Russell C. Babcock | David Blakeway | Todd Bond | Passang Dorji | François Dufois | Peter Fearns | Ryan Lowe | Jim Stoddart | Damian P. Thomson,2020,Journal of Environmental Management,article,10.1016/j.jenvman.2020.110666,https://doi.org/10.1016/j.jenvman.2020.110666,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://figshare.com/articles/journal_contribution/Early_recovery_dynamics_of_turbid_coral_reefs_after_recurring_bleaching_events/20675967,"The worlds' coral reefs are declining due to the combined effects of natural disturbances and anthropogenic pressures including thermal coral bleaching associated with global climate change. Nearshore corals are receiving increased anthropogenic stress from coastal development and nutrient run-off. Considering forecast increases in global temperatures, greater understanding of drivers of recovery on nearshore coral reefs following widespread bleaching events is required to inform management of local stressors. The west Pilbara coral reefs, with cross-shelf turbidity gradients coupled with a large nearby dredging program and recent history of repeated coral bleaching due to heat stress, represent an opportune location to study recovery from multiple disturbances. Mean coral cover at west Pilbara reefs was monitored from 2009 to 2018 and declined from 45% in 2009 to 5% in 2014 following three heat waves. Recruitment and juvenile abundance of corals were monitored from 2014 to 2018 and were combined with biological and physical data to identify which variables enhanced or hindered early-stage coral recovery of all hard corals and separately for the acroporids, the genera principally responsible for recovery in the short-term (<7 years). From 2014 to 2018, coral cover increased from 5 to 10% but recovery varied widely among sites (0-13%). Hard coral cover typically recovered most at shallower sites that had higher abundance of herbivorous fish, less macroalgae, and lower turbidity. Similarly, acroporid corals recovered most at sites with lower turbidity and macroalgal cover. Juvenile acroporid densities were a good indicator of recovery at least two years after they were recorded. However, recruitment to settlement tiles was not a good predictor of total coral or acroporid recovery. This study shows that coral recovery can be slower in areas of high turbidity and the rate may be reduced by local pressures, such as dredging. Management should focus on improving or maintaining local water quality to increase the likelihood of coral recovery under climate stress. Further, in turbid environments, juvenile coral density predicts early coral recovery better than recruits on tiles and may be a more cost-effective technique for monitoring recovery potential.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The abstract explicitly describes tropical shallow-water coral reefs in west Pilbara, with turbidity and dredging as context. Organisms are not deep-sea or cold-water corals/sponges. Per rules, warm-water/tropical studies default to EXCLUDE, and no mechanism is transferable because comparability to deep-sea/cold-water taxa is unsupported. The closest alternative would be citation-chain, but that requires a substantive deep-sea/cold-water source, which this is not.","Study focuses on hard corals (total and acroporids) on west Pilbara coral reefs, a tropical/subtropical shallow-water system, not deep-sea or cold-water corals/sponges.","Turbidity gradients and a nearby dredging program are examined as factors influencing recovery, but no deep-sea or cold-water sediment exposure context.","Coral recovery dynamics (cover, recruitment, juvenile abundance) tracked after bleaching, with turbidity as a correlate, but not an organism-level sediment response in deep-sea/cold-water taxa.",,"Tropical turbid-reef study with dredging; lacks deep-sea/cold-water focus, so not a useful citation lead for target sediment impacts.",False,False,,,
V6V-066,CWC-2AC814A58B52,WARM_TROPICAL_HARD_NEGATIVE,"Coral reefs of the turbid inner-shelf of the Great Barrier Reef, Australia: An environmental and geomorphic perspective on their occurrence, composition and growth",Nicola K. Browne | S Smithers | Chris T. Perry,2012,Earth-Science Reviews,article,10.1016/j.earscirev.2012.06.006,https://doi.org/10.1016/j.earscirev.2012.06.006,NO,NOT_CONFIRMED,,"Investigations of the geomorphic and sedimentary context in which turbid zone reefs exist, both in the modern and fossil reef record, can inform key ecological debates regarding species tolerances and adaptability to elevated turbidity and sedimentation. Furthermore, these investigations can address critical geological and palaeoecological questions surrounding longer-term coral-sediment interactions and reef growth histories. Here we review current knowledge about turbid zone reefs from the inner-shelf regions of the Great Barrier Reef (GBR) in Australia to consider these issues and to evaluate reef growth in the period prior to and post European settlement. We also consider the future prospects of these reefs under reported changing water quality regimes. Turbid zone reefs on the GBR are relatively well known compared to those in other reef regions. They occur within 20 km of the mainland coast where reef development may be influenced by continual or episodic terrigenous sediment inputs, fluctuating salinities (24-36 ppt), and reduced water quality through increased nutrient and pollutant delivery from urban and agricultural runoff. Individually, and in synergy, these environmental conditions are widely viewed as unfavourable for sustained and vigorous coral reef growth, and thus these reefs are widely perceived as marginal compared to clear water reef systems. However, recent research has revealed that this view is misleading, and that in fact many turbid zone reefs in this region are resilient, exhibit relatively high live coral cover (>30%) and have distinctive community assemblages dominated by fast growing (Acropora, Montipora) and/or sediment tolerant species (Turbinaria, Goniopora, Galaxea, Porites). Palaeoecological reconstructions based on the analysis of reef cores show that community assemblages are relatively stable at millennial timescales, and that many reefs are actively accreting (average 2-7 mm/year) where accommodation space is available, despite recent anthropogenic pressures. These turbid zone reefs challenge traditional views on the environmental conditions required for active reef growth, but given their proximity to land and associated stresses, current knowledge on these less well understood reefs should be synthesised to aid coastal management directives. Terrigenous sediments are a dominant influence on turbid zone reef occurrence, composition and growth, and, therefore, the assessment of their future prospects will require a detailed understanding of the sedimentary regimes under which they occur and of their differential response modes. (C) 2012 Elsevier By. All rights reserved.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The record concerns warm-water tropical inner-shelf reefs of the Great Barrier Reef, not cold-water or deep-sea corals or sponges. Sediment stressor and coral response are present, but tropical studies default to EXCLUDE per rules, regardless of apparent trait similarity. It is not a close cold/temperate analogue and no explicit transferability to deep-sea/cold-water taxa is provided. A warm-water review cannot serve as a citation-chain lead for the cold-water/deep-sea evidence set.","Tropical Great Barrier Reef corals (e.g., Acropora, Montipora, Turbinaria, Goniopora, Galaxea, Porites).",Elevated turbidity and sedimentation; terrigenous sediment inputs.,"Reports live coral cover, sediment-tolerant species, reef accretion/growth, and community composition, but only in a warm-water tropical setting.",,,False,False,,,
V6V-067,CWC-9E593C627937,DEEPCOLD_RESPONSE,Responsiveness of Glass Sponges to Suspended Sediments at Canada’s Glass Sponge Reefs,Nathan J.R. Grant,2018,University of Alberta Library,dissertation,10.7939/r3k64b85v,https://doi.org/10.7939/r3k64b85v,NO,NOT_CONFIRMED,,"Glass sponge reefs are globally unique ecosystems on Canada’s western continental shelf that are susceptible to harm from fishing (e.g., bottom-contact trawling). In 2017, a marine protected area (MPA) was created to protect four of these reefs in Hecate Strait and Queen Charlotte Sound. Three sponge species form the reefs, Aphrocallistes vastus, Heterochone calyx and Farrea occa. Glass sponges are filter feeders, pumping water through their bodies to remove bacteria and oxygen and excrete wastes. Previous laboratory studies had shown glass sponges arrest their filtration in response to suspended sediment; this has never been studied in situ. Therefore the aim of this thesis was to determine whether glass sponge filtration is affected by resuspended sediments at the sponge reefs. The work was carried out at two reefs, one in the Strait of Georgia, BC and the other at the Hecate Strait and Queen Charlotte Sound Marine Protected Area. Using a remotely operated vehicle (ROV), current profilers and turbidity meters were deployed beside the glass sponge Aphrocallistes vastus on Fraser Ridge reef in the Strait of Georgia, BC, which is currently closed to bottom-contact fishing but which is not a MPA. Custom flowmeters were positioned into sponge oscula to record changes in filtration and changes in suspended sediment concentrations (SSC) were measured by changes in transmissivity using optical backscatter sensors. Sediment disturbances were created by the ROV. Increases in SSCs to 10 – 80 mg l-1 were correlated with decreased excurrent flow rate (r = -0.83 to -0.92). Both single arrests, lasting only 5 min in duration, and longer ‘coughing’ arrests lasting &gt; 30 min were recorded, and together reduced feeding by up to 70%. A. vastus dominates Fraser Ridge reef, whereas two other species, Heterochone calyx and Farrea occa, comprise large portions of reef in the more northern Hecate Strait MPA. To determine whether species- or habitat-specific variations in the physiology of arrests in glass sponges, the responses of H. calyx, F. occa as well as a non-reef forming species, Rhabdocalyptus dawsoni, were studied in the MPA. Small sediment disturbances (&lt; 5 – 10 mg l-1) generated by the ROV triggered single arrests in both H. calyx and R. dawsoni. H. calyx appeared to clog following two hours of exposure to SSCs of 3.2 mg l-1 and R. dawsoni arrested all pumping activity following extend exposure to SSCs &lt; 1 mg l-1 above natural levels of turbidity (2.71 mg l-1). No arrests were recorded from F. occa but the low pumping rate of this sponge made it difficult to record flow out of this species. The distance suspended sediments could be transported was estimated using sediment collected from the reefs, and a settlement model. The model showed that a plume of sediment with &lt;20 µm grain size has a range greater than the narrower portions of the MPA boundaries and would remain at high enough SSCs to induce arrests within the species studied. This study confirmed that different glass sponge species arrest filtration in response to elevated SSCs in situ. The thresholds for response varies between A. vastus, H. calyx and R. dawsoni, but all are significantly lower than those known to be generated by trawling (~ 100 – 500 mg l-1). These results provide threshold and response data for use in current and future conservation of Canada’s glass sponge reefs.",CORE_INCLUDE,,HIGH,False,"This dissertation directly studies cold-water glass sponge reefs and explicitly links suspended sediment exposure to biological responses. It reports in situ measurements of filtration/pumping arrests and reductions in feeding, including thresholds and species-specific differences. All required elements (organism, sediment stressor, biological response, substantive source) are present, so CORE_INCLUDE is appropriate. The closest alternative, TRANSFERABLE_MECHANISM, is unnecessary because the study is already on deep-sea/cold-water sponges. No exclusions apply.","Cold-water glass sponges (Porifera), including Aphrocallistes vastus, Heterochone calyx, Farrea occa, and Rhabdocalyptus dawsoni, at Canada's western continental shelf reefs.",Suspended sediment concentrations (SSC) of 10–80 mg/l; small disturbances <5–10 mg/l; exposures of 3.2 mg/l and <1 mg/l above natural turbidity; modeled sediment plume transport.,Decreased excurrent flow rate (r = -0.83 to -0.92); single arrests (~5 min) and coughing arrests (>30 min); reduced feeding up to 70%; species-specific filtration arrest thresholds; clogging and pumping cessation after prolonged exposure.,,,True,False,,,
V6V-068,CWC-7AA036DA12C4,DEEPCOLD_CONTEXT_OR_CITATION,Geodia and other massive sponges on Atlanto-Arctic upper bathyal mixed sediment - JNCC Marine Habitat Classification,,,JNCC,repository_record,,https://mhc.jncc.gov.uk/biotopes/jnccmncr00002365,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://mhc.jncc.gov.uk/biotopes/jnccmncr00002365,Title: Geodia and other massive sponges on Atlanto-Arctic upper bathyal mixed sediment - JNCC Marine Habitat Classification # Description of biotope or habitat type. ## *Geodia* and other massive sponges on Atlanto-Arctic upper bathyal mixed sediment. ### Physical habitat description. | Zone | Atlanto-Arctic upper bathyal |. | Depth Band | Biotope depth range 300 - 600 m (based on zone); assemblage recorded from 400 - 600 m; most common depth 500 m |. Download comparative physical and biological data. The comparative tables enable a rapid comparison of the species composition and principal phy,EXCLUDE,X04_SEDIMENT_PATHWAY_NOT_EXPLICIT,HIGH,False,"Record is a habitat classification entry describing a deep-sea sponge biotope on mixed sediment. It reports no sediment exposure pathway and no organism-level response. Although the organism is a cold-water sponge and sediment type is mentioned, the description does not evaluate sediment-related effects. This is a habitat-description source, not an eligible response study, and the sedimentary habitat does not justify citation-chain mining for sediment-impact evidence.",Massive sponges (Geodia and others) in Atlanto-Arctic upper bathyal mixed sediment habitat.,No explicit sediment stressor or exposure pathway; 'mixed sediment' is a habitat/biotope descriptor only.,No biological response to sediment reported.,,,False,False,,,
V6V-069,CWC-97AB95DDFDBD,DEEPCOLD_RESPONSE,Ecophysiological and behavioural response of juveniles of the Chilean cold-water coral Caryophyllia (Caryophyllia) huinayensis to increasing sediment loads,Melanie Fähse | Covadonga Orejas | Jürgen Titschack | Günter Försterra | Claudio Richter | Jürgen Laudien,2023,Scientific Reports,article,10.1038/s41598-023-47116-6,https://doi.org/10.1038/s41598-023-47116-6,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://pmc.ncbi.nlm.nih.gov/articles/PMC10700329,"Chilean Patagonia is a hotspot of biodiversity, harbouring cold-water corals (CWCs) that populate steep walls and overhangs of fjords and channels. Through anthropogenic activities such as deforestation, roadworks, aquafarming and increased landslide frequency, sediment input increases in the fjord region. While the absence of CWCs on moderately steep slopes has been suggested to reflect high vulnerability to sedimentation, experimental evidence has been lacking. Here, we investigated the sensitivity of CWCs to sediment stress, using juvenile Caryophyllia (Caryophyllia) huinayensis as a model. A 12-week aquarium experiment was conducted with three sediment loads: the average natural sediment concentration in Comau Fjord, 100- and 1000-fold higher sediment levels, expected from gravel road use and coastal erosion. Changes in coral mass and calyx dimensions, polyp expansion, tissue retraction and respiration were measured. For CWCs exposed to two and three order of magnitude higher sediment concentrations, 32% and 80% of the animals experienced a decrease in tissue cover, respectively, along with a decrease in respiration rate of 34% and 66%. Under the highest concentration corals showed reduced polyp expansion and a significantly reduced growth of similar to 95% compared to corals at natural concentration. The results show that C.huinayensis is affected by high sediment loads. As human activities that increase sedimentation steadily intensify, coastal planners need to consider detrimental effects on CWCs.",CORE_INCLUDE,,HIGH,False,"The record explicitly describes a cold-water coral, an experimental sediment stressor, and organism-level biological responses (tissue, respiration, growth, polyp behavior). This meets all core inclusion criteria. No need for transferability or citation-chain reasoning. The closest alternative would be exclusion, but the evidence clearly shows eligible responses in a deep-sea/cold-water context.",Juvenile cold-water coral Caryophyllia (Caryophyllia) huinayensis from Chilean Patagonia.,Experimental aquarium exposure to three sediment loads: natural concentration and 100- and 1000-fold higher levels from gravel road use and coastal erosion.,"Measured changes in coral mass, calyx dimensions, polyp expansion, tissue retraction, respiration, growth; at high loads decreased tissue cover (32% and 80%), decreased respiration (34% and 66%), reduced polyp expansion, and ~95% growth reduction.",,,True,False,,,
V6V-070,CWC-2832DDED6B65,DEEPCOLD_CONTEXT_OR_CITATION,"A new world-class deep-water play-type, deposited by the syndepositional interaction of turbidity flows and bottom currents: The giant Eocene Coral Field in northern Mozambique",Marco Fonnesu | Denis Palermo | Mauro Galbiati | Marco Marchesini | Enrico Bonamini | Daniel Bendias,2019,Marine and Petroleum Geology,article,10.1016/j.marpetgeo.2019.07.047,https://doi.org/10.1016/j.marpetgeo.2019.07.047,NO,NOT_CONFIRMED,,"Abstract The discovery of the super-giant Coral and Mamba gas fields in the offshore of Northern Mozambique provides a unique insight into the architecture of a new deep-water play-type. High-quality seismic and extensive well data from both fields shows that very clean (clay matrix-poor) sandstone reservoirs, with thickness >100 m and extended over tens of km can be formed by the syndepositional interaction of down-slope high-density turbulent gravity flows and across-slope bottom currents. This is recorded by: i) the marked asymmetry of submarine channels and lateral stacking in which top-of-fan seismic reflectors show a lateral transition from high to low amplitude response from axis to off-axis locations; ii) the occurrence of laterally-deviated lobe deposits, sediment waves and channel-associated drifts in the inferred bottom current direction; iii) the presence of very clean sandstones forming the bulk of the fan units and the consistent lack of interbedded fine-grained facies; iv) the occurrence of fine-grained and thin-bedded facies adjacent to the main fan axes, which are characterized by repeated transitions between ripples and parallel-laminated sandstones, mud-drapes, shale clasts and bi-directional cross-laminae in the same bed, indicating intense traction and velocity pulsations. This association forms a mixed depositional system, in which only the basal and coarse-grained part of the turbidity current load is deposited and preserved in the axial part of the system, whilst all the finer-grained sediments are pirated from the turbulent cloud by laterally flowing bottom currents and deposited in the adjacent sediment drifts. The inferred process results in exceptionally high quality reservoirs whose architectural and facies models were confirmed by the appraisal campaign and production well tests and incorporated into the reservoir model. The results of this study indicate a significant exploration potential in similar geological settings and the definition of a potential new play type, that could lead to the reinterpretation of existing deep-water datasets.",EXCLUDE,X01_ORGANISM_OUT_OF_SCOPE,HIGH,False,"The record concerns sedimentary geology and reservoir characterization of a deep-water play named the 'Coral Field'. There is no coral or sponge organism, no sediment-related biological stressor, and no organismal response. The term 'Coral' is not a taxonomic reference. This is outside the evidence set, and the source is not a credible citation-chain lead for biological sediment effects.","No coral or sponge organisms are studied; 'Coral' is the name of a gas field, not a biological taxon.","Sediment transport and deposition are described in a geological context (turbidity flows, bottom currents, reservoir architecture), but not as a stressor affecting biota.",No biological response is reported.,,,False,False,,,
V6V-071,CWC-6D05CBCA75EC,DEEPCOLD_CONTEXT_OR_CITATION,Impacts of the Deepwater Horizon oil spill on deep-sea coral-associated sediment communities | U.S. Geological Survey,,,United States Geological Survey,government_report,,https://www.usgs.gov/publications/impacts-deepwater-horizon-oil-spill-deep-sea-coral-associated-sediment-communities,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.usgs.gov/publications/impacts-deepwater-horizon-oil-spill-deep-sea-coral-associated-sediment-communities,"Title: Impacts of the Deepwater Horizon oil spill on deep-sea coral-associated sediment communities | U.S. Geological Survey An official website of the United States government. A **.gov** website belongs to an official government organization in the United States. **Secure .gov websites use HTTPS**. A **lock ()** or **https://** means you’ve safely connected to the .gov website. Share sensitive information only on official, secure websites. # Impacts of the *Deepwater Horizon* oil spill on deep-sea coral-associated sediment communities. Cold-water corals support distinct populations of infaun",EXCLUDE,X03_STRESSOR_OUT_OF_SCOPE,HIGH,False,"The title and available abstract describe impacts of the Deepwater Horizon oil spill on deep-sea coral-associated sediment communities, focusing on infaunal communities living in sediments around cold-water corals. No coral or sponge sediment-response is reported; the stressor is oil, not an explicit sediment, drilling, burial, or resuspension pathway. The nearest alternative, CITATION_CHAIN_CANDIDATE, is not appropriate because the source's focus is oil spill effects on sediment-dwelling infauna rather than a sediment-focused deep-sea coral/sponge lead.",Deep-sea cold-water corals mentioned as habitat-forming taxa supporting infaunal sediment communities.,Deepwater Horizon oil spill; no explicit sediment-related exposure or pathway for corals/sponges.,No coral or sponge biological response reported; focuses on impacts to sediment-associated infaunal communities.,,,False,False,,,
V6V-072,CWC-B1DE4BEDAD33,DEEPCOLD_RESPONSE,Microhabitat type determines the composition of nematode communities associated with sediment-clogged cold-water coral framework in the Porcupine Seabight (NE Atlantic),Maarten Raes | A. Vanreusel,2006,Deep Sea Research Part I Oceanographic Research Papers,article,10.1016/j.dsr.2006.08.012,https://doi.org/10.1016/j.dsr.2006.08.012,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://biblio.ugent.be/publication/358202/file/458772.pdf,"The nematofauna associated with a cold-water coral degradation zone in the Porcupine Seabight (NE Atlantic) was investigated. This is the first comprehensive study of nematodes associated with cold-water corals. This research mainly aimed to investigate the influence of microhabitat type on nematode community structure. Three distinct microhabitats for nematodes were distinguished: dead coral fragments, glass sponge skeletons and the underlying sediment. The nematode assemblages associated with these three microhabitats were significantly different from each other. Coral and sponge substrata lie relatively unprotected on the seafloor and are consequently more subjected to strong currents than the underlying sediment. As a result, both large biogenic substrata were characterized by higher abundances of taxa that are less vulnerable and more adapted to physical disturbance, whereas the underlying sediment yielded more slender, sediment-dwelling taxa. Typically epifaunal taxa, such as Epsilonematidae and Draconematidae, were especially abundant on dead coral fragments, where they are thought to feed on the microbial biofilm which covers the coral surface. Several epifaunal genera showed significant preferences for this microhabitat, and Epsilonema (Epsilonematidae) was dominant here. Sponge skeletons are thought to act as efficient sediment traps, resulting in a lower abundance of epifaunal taxa compared to coral fragments. The underlying sediment was dominated by taxa typical for slope sediments. The considerable degree of overlap between the communities of each microhabitat is attributed to sediment infill between the coral branches and sponge spicules. It is assumed that the nematofauna associated with large biogenic substrata is composed of a typical sediment-dwelling background community, supplemented with taxa adapted to an epifaunal life strategy. The extent to which these taxa contribute to the community depends on the type of the substratum. Selective deposit feeders were dominant on sponge skeletons and in the underlying sediment, whereas coral fragments were dominated by epistratum feeders. The presence of a microbial biofilm on the coral fragments is proposed as an explanation for the significant preference of epistratum feeders for this microhabitat. Densities in the underlying sediment were low in comparison with other studies, but biodiversity was higher here than on the coral and sponge fragments, a difference which is attributed to lower disturbance. Nevertheless, the large biogenic substrata provide a microhabitat for rare, epifaunal taxa, and fragments of both substrata within the sediment increase habitat complexity and hence biodiversity. (c) 2006 Elsevier Ltd. All rights reserved.",CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,HIGH,False,"The study examines nematode communities on cold-water coral framework, sponge skeletons, and sediment. It does not report a coral or sponge response to sediment. Therefore it is not CORE_INCLUDE or TRANSFERABLE_MECHANISM. However, as a deep/cold-water coral habitat study explicitly addressing sediment-clogged framework, it is a plausible citation-chain lead for sediment-related coral/sponge response studies. EXCLUDE is not preferred because the paper is substantive and directly about cold-water coral sediment habitat, even though the measured organisms are nematodes.","Cold-water coral framework and sponge skeletons are habitats; study organism is nematodes, not corals or sponges.",Sediment-clogged cold-water coral framework in the Porcupine Seabight; sediment infill between coral branches and sponge spicules.,Nematode community composition and microhabitat preferences; no coral or sponge biological response reported.,,Substantive cold-water coral habitat study with a direct sediment-framework focus; likely to cite studies on coral-sediment interactions and responses.,False,True,Confirm that reference mining is specifically justified.,,
V6V-073,CWC-69021E665E71,AMBIGUOUS_TITLE_ONLY,"Growth and Mortality of Coral Transplants ( Pocillopora damicornis ) along a Range of Sediment Influence in Maui , Hawai ‘ i 1",G. Piniak; E. Brown,2007,,Review,,https://www.semanticscholar.org/paper/5c59d3bda09d3ad3fb2e37dd2522f182f71cec6b,NO,NOT_CONFIRMED,,,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"Title identifies a tropical Pacific coral (Pocillopora damicornis) transplanted along a sediment influence gradient in Maui, Hawai'i. Although responses (growth, mortality) are reported, the study is a warm-water tropical setting with no evidence of transferability to deep-sea or cold-water corals. Tropical studies default to EXCLUDE under the rules; no basis for TRANSFERABLE_MECHANISM is provided.","Pocillopora damicornis; coral transplants in Maui, Hawai'i.","Range of sediment influence in Maui, Hawai'i.",Growth and mortality of transplants.,,,False,False,,,
V6V-074,CWC-6C77DE24BB65,WARM_TROPICAL_HARD_NEGATIVE,"Holocene coral reef growth and sea level in a macrotidal, high turbidity setting: Cockatoo Island, Kimberley Bioregion, northwest Australia",Tubagus Solihuddin | Lindsay B. Collins | David Blakeway | Michael J. O' Leary,2014,Marine Geology,article,10.1016/j.margeo.2014.11.011,https://doi.org/10.1016/j.margeo.2014.11.011,NO,NOT_CONFIRMED,,"The inshore Kimberley Bioregion of northwest Australia is a macrotidal, low wave energy, frequent cyclones, and high turbidity setting with abundant fringing coral reefs. Here we describe the Holocene development of a sheltered fringing reef at Cockatoo Island in the Kimberley, using data from reef cross-sections subaerially exposed in an iron ore mining pit, seismic profiles across the adjacent contemporary reef, and GIS and ground truth mapping of contemporary reef habitats. Subsidence since the Last Interglacial has provided accommodation for similar to 13-20 m of Holocene reef accretion upon an older, probably Last Interglacial, reef. In the pit cross-sections, the reef initiated at similar to 9000 cal y BP and accreted in a catch-up mode, reaching sea level at similar to 3000 cal y BP, and reef accretion rates varied from 26.8 mm/year to 0.8 mm/year, averaging similar to 2 mm/year. The catch-up interpretation is supported by the predominance of branching Acropora throughout the Holocene section and the absence of contemporary intertidal indicators such as Porites cylindrica and Millepora intricata. This pattern differs from the otherwise similar mud-rich but mostly microtidal inshore fringing reefs of the Great Barrier Reef, which initiated in the late Holocene on shallow substrates under a stable sea level. The study provides the first Holocene reef growth history for an inshore Kimberley reef within a biodiversity ""hotspot"". (C) 2014 Elsevier B.V. All rights reserved.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The source describes Holocene reef growth in a turbid tropical setting in northwestern Australia. The organisms are warm-water corals (Acropora, Porites, Millepora) rather than deep-sea or cold-water corals or sponges. The high-turbidity context is environmental, but no explicit sediment exposure or biological response is reported; the record is geological/reef accretion history. Warm-water tropical studies are excluded from the evidence set unless closely transferable, and this record lacks any organism-level sediment response or deep-sea/cold-water relevance. It is not a credible citation-chain lead for the target evidence. Thus EXCLUDE with reason X02 is appropriate.","Tropical fringing coral reefs; branching Acropora, Porites cylindrica, Millepora intricata; no deep-sea or cold-water coral or sponge.","High turbidity setting and macrotidal environment, but no explicit sediment exposure, plume, burial, or turbidity-response pathway evaluated.","Holocene reef accretion rates and catch-up growth history; not an observed or measured organism-level sediment response such as mortality, growth, physiology, or clearance.",,,False,False,,,
