calibration_record_id,corpus_id,decision,reason_code,organism_evidence,stressor_evidence,response_evidence,transferability_basis,citation_chain_basis,screening_source,confidence,needs_full_text,rationale,attempts,request_sha256,response_sha256
V6V-056,CWC-76D1F696686D,CORE_INCLUDE,,Deep-sea New Zealand sponge Ecionemia novaezealandiae (Demospongiae: Ancorinidae).,"Elevated suspended sediment concentrations (32, 78, and 475 mg/l) versus control (no added sediment) for two weeks.",Survival was 97% with one death at 475 mg/l; partial necrosis in half of sponges at 475 mg/l; respiration rates decreased by 27–60% after day 1 and by 7–27% after 14 days relative to controls.,,,TITLE_ABSTRACT,HIGH,False,"The record explicitly describes a deep-sea sponge exposed to elevated suspended sediment concentrations and reports measured biological responses including survival, necrosis, and respiration rates. This satisfies all core requirements: organism in scope, explicit sediment pathway, and observed biological responses. No ambiguity or need for transferability. The source is a substantive journal article. Therefore CORE_INCLUDE is the appropriate decision.",1,46a6c31ef72bd259468688aaa45ddb74fae5d42a22f696d140f2041d29d74b98,b6ce01c15c21c9406f80965a35f39145ddfc3c00afa50de6c393cfa66bc00a3c
V6V-057,CWC-18944FFDFC6F,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Turbinaria mesenterina, a scleractinian reef coral from the inner Great Barrier Reef lagoon; tropical/warm-water, not deep-sea or cold-water.",Experimental sediment loading and flow conditions; sediment loads exceeding 110 mg cm^-2 in a factorial tank experiment.,"Measured physiological responses: skeletal growth rate, lipid content, and photosynthetic performance; also observed sediment clearance within 45 h.",,,TITLE_ABSTRACT,HIGH,False,"The study investigates a tropical reef coral from the Great Barrier Reef lagoon, not a deep-sea or cold-water coral or sponge. Although sediment exposure and biological responses are present, the organism is outside the core scope and the warm-water/tropical context cannot be assumed transferable to deep-sea/cold-water taxa. The abstract provides no evidence that the organism, environment, exposure, or response are closely comparable to target taxa, so TRANSFERABLE_MECHANISM is inappropriate. It is also not a credible CITATION_CHAIN_CANDIDATE because it is not a deep-sea/cold-water sediment-focused source. Therefore EXCLUDE with X02 is warranted.",1,5aa9596d6216d6f45a7c8bec38db21336320fc2e978015cc2a4459260f2e3e33,e805745881fa967fee4e8a404b0eb955803bb27584127db74c219292277d6ec4
V6V-058,CWC-3A2EA7B59FD6,EXCLUDE,X03_STRESSOR_OUT_OF_SCOPE,"Cold-water corals (Desmophyllum dianthus, Madrepora oculata, Lophelia pertusa, Paramuricea cf. macrospina, Leiopathes glaberrima) and associated fauna from a deep Mediterranean cold-water coral bank (300-1100 m).","No explicit sediment-related exposure or pathway. The study analyzes suspended and sedimented particulate organic matter as potential food sources, not as a stressor.",Diet composition and trophic pathway inferred from stable isotope analysis; no sediment-related biological response reported.,,,TITLE_ABSTRACT,HIGH,False,"The record concerns cold-water coral trophic ecology using stable isotopes. Although it mentions sedimented organic matter, this is a food-source variable, not an explicit sediment stressor or pathway. No sediment-related biological response (e.g., mortality, growth, feeding under sediment exposure, burial tolerance) is reported. Thus it does not meet core inclusion criteria. The absence of a sediment stressor is a specific eligibility failure, so exclusion is appropriate rather than citation-chain candidacy, which requires a direct sediment/drilling/monitoring focus for reference mining. Warm-water transferability is irrelevant.",1,a0e1b5f668f7a159de20f030ed391f37fd780cd5243feec1e90c82737d9e3fcb,0726eb02c348ace89f5b7290804b2f6c599a1006b56789f8af3a223ecf61856e
V6V-059,CWC-8BE9C2FB3ACC,EXCLUDE,X01_ORGANISM_OUT_OF_SCOPE,"Late Miocene shallow-water coral ecosystems in Crete (Greece), dominated by Porites, Siderastraea, Tarbellastraea, Acanthastraea; not cold-water or deep-sea corals.","Freshwater discharge and sediment dispersal, including burial by elastic sediments in delta settings.","Coral growth, ecological structure, geometry, rhythmic reef demise, and burial by elastic sediments.",,,TITLE_ABSTRACT,HIGH,False,"The record explicitly studies shallow-water coral ecosystems from the Miocene of Crete, not deep-sea or cold-water corals or sponges. Although sediment dispersal and burial are central, the organism is outside the defined scope. Warm-water/tropical shallow-water coral studies default to EXCLUDE, and no explicit comparability to deep-sea or cold-water taxa is provided. This is not a substantive deep-sea/cold-water sediment-focused source, so it does not qualify as a citation-chain candidate. Thus EXCLUDE with X01 is preferred over any other category.",1,90c2d57d5a89df902aba1e278083ac293b49a1b495be8a05eaf4fc932a5d00e2,b98f16d49a9edb25a39b4b7592b6d854df4d12d7c588b47d7e1d6e6e2590f7ac
V6V-060,CWC-CBED2EBBD4BB,CITATION_CHAIN_CANDIDATE,C03_STRESSOR_OR_TRAIT_LEAD,Cold-water coral mounds (coral province) in the southern oceans; deep-sea cold-water corals.,"Suspended sediment and food particles, contourite deposition, burial, excessive sedimentation.","No eligible biological response reported; mentions coral growth conditions and mound demise/burial due to sedimentation, but not measured biological effect.",,"Deep-sea cold-water coral mound province study with direct focus on sediment transport, deposition, and burial; likely to cite studies on sediment-related coral responses.",TITLE_ABSTRACT,HIGH,False,"This record is a deep-sea cold-water coral study focused on geological, oceanographic, and sedimentary processes. It explicitly discusses suspended sediment, contourite deposition, and burial of coral mounds, making it a strong citation-chain lead for sediment-related coral response evidence. However, it does not report an observed, measured, or explicitly assessed biological response to sediment stress, such as mortality, growth, or physiology. Therefore, it cannot be CORE_INCLUDE. It is not a warm-water study, so EXCLUDE is inappropriate. CITATION_CHAIN_CANDIDATE with reason C03 is most suitable because the source's sediment and deposition focus is likely to lead to in-scope response studies.",1,06500233fe332da7117e0926a7c0f4b85638fd2194224f24556a21929596cbb9,18a117af2217d9d5a29c6dece5dfc8145bc8a01a699e73890f0c04b3dc77a257
V6V-061,CWC-1DE2577D74AE,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Soft coral Sinularia, from turbid waters of Singapore (tropical)",Turbid waters in Singapore; explicit sediment pathway not described in title or abstract,"Photophysiological studies, but no specific sediment-related biological response reported in the available text",,,TITLE_ONLY,HIGH,False,"The title explicitly places the study in Singapore, a tropical environment. The soft coral Sinularia is a tropical coral, not a deep-sea or cold-water species. The rules state that warm-water and tropical corals default to EXCLUDE, even if traits like turbidity tolerance are measured. No evidence in the title suggests deep-sea/cold-water context or transferability. There is no abstract to consider for a possible exceptional TRANSFERABLE_MECHANISM, and Singapore is not a cold/temperate environment. Thus, the appropriate category is EXCLUDE with reason X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE.",1,8b1ad63692acb164fa9fab549970d95f57265b930713bff565fe8c102b5b3def,93a976c0ce02a4f92b4e532366f48661f55c1d17f96b8aa8495b054f26bfc376
V6V-062,CWC-BA4201820CB9,EXCLUDE,X03_STRESSOR_OUT_OF_SCOPE,"Deep-sea bamboo corals Keratoisidinae (family Isididae) at 850–960 m and 1,135–1,160 m depth.",Sea urchin presence/perching and possible bioerosion/corallivory; historical fishing impacts; no sediment-related exposure or pathway.,Massive tissue and polyp loss (potential polyp bailout) on Keratoisidinae colonies; density of sea urchins on dead/partly dead coral.,,,TITLE_ABSTRACT,HIGH,False,"This record is about deep-sea bamboo corals, but the stressor examined is sea urchin presence and possible bioerosion/corallivory, with fishing as background impact. No sediment-related exposure, turbidity, deposition, burial, or particulate pathway is mentioned. The polyp/tissue loss is a biological response, but it is not linked to a sediment stressor. Therefore, the stressor is out of scope, and the record is excluded. It is not a citation chain candidate because it lacks a sediment focus.",1,167617790c6aae1bd0d3892fe60d2253ff7820f72a7ec68f9a5c7fe96ded6931,b8124626fbe3a002dd9302eb148fda8c9f97ff2d10a407003571f9c7313cd0f3
V6V-063,CWC-F251FAB22189,EXCLUDE,X08_OTHER_SCOPE_FAILURE,Mixed cold water coral community; cold-water corals in a lower bathyal habitat.,"No explicit sediment-related exposure or stressor; coarse sediment is described as a habitat substrate, not as a deposition, burial, turbidity, or resuspension pathway.",No eligible biological response reported; the record is a habitat classification description.,,,TITLE_ABSTRACT,HIGH,False,"This record is a habitat classification page describing a biotope ('Mixed cold water coral community on Atlantic lower bathyal coarse sediment'). It provides physical habitat characteristics and species composition but contains no explicit sediment-related exposure, pathway, or biological response (e.g., mortality, growth, sediment clearance). The mention of coarse sediment is as a habitat type, not as a stressor. It does not meet CORE_INCLUDE. It is not a study of a transferable mechanism, and it is not a substantive source with a reference list likely to yield response evidence on sediment impacts; it is a classification record. Therefore, it is excluded under OTHER_SCOPE_FAILURE.",1,42ee725eb337005e2b1520091af32c52d49aa44d6072f90e6312c49054a99095,135d5bc26a87e4e809822cf5a56ee66704160799fe5e414f0cc5a5299627b8d4
V6V-064,CWC-779725E87382,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Coral Acropora cervicornis, a warm-water/tropical species.",Used drilling mud and kaolin-induced turbidity; drilling-fluid exposure and turbidity were explicitly tested.,"Measured calcification rate, soluble tissue protein, total ninhydrin positive substances (NPS), and zooxanthellae loss; significant responses at various concentrations.",,,TITLE_ABSTRACT,HIGH,False,"This study directly tests the effects of drilling mud and turbidity on Acropora cervicornis, which is a tropical/warm-water coral, not a deep-sea or cold-water taxon. Although the stressor and responses are eligible, the warm-water organism default is EXCLUDE under X02 because the supplied text provides no explicit evidence that these findings are closely transferable to deep-sea or cold-water corals. The abstract does not mention cold-water or deep-sea comparability, so the tropical nature is a specific eligibility failure. No citation-chain basis applies because this is a warm-water paper and not a justified lead for deep-sea/cold-water evidence.",1,7d73d8ba0c87f797dede5660a4d444a0a9c8d2800734224c418f29139edec6ec,80a443cb866b29a8de2d273722b803d23f687c96bf26c5cf610caff7074fb670
V6V-065,CWC-7AB116ED33BE,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Study focuses on hard corals (total and acroporids) on west Pilbara coral reefs, a tropical/subtropical shallow-water system, not deep-sea or cold-water corals/sponges.","Turbidity gradients and a nearby dredging program are examined as factors influencing recovery, but no deep-sea or cold-water sediment exposure context.","Coral recovery dynamics (cover, recruitment, juvenile abundance) tracked after bleaching, with turbidity as a correlate, but not an organism-level sediment response in deep-sea/cold-water taxa.",,"Tropical turbid-reef study with dredging; lacks deep-sea/cold-water focus, so not a useful citation lead for target sediment impacts.",TITLE_ABSTRACT,HIGH,False,"The abstract explicitly describes tropical shallow-water coral reefs in west Pilbara, with turbidity and dredging as context. Organisms are not deep-sea or cold-water corals/sponges. Per rules, warm-water/tropical studies default to EXCLUDE, and no mechanism is transferable because comparability to deep-sea/cold-water taxa is unsupported. The closest alternative would be citation-chain, but that requires a substantive deep-sea/cold-water source, which this is not.",1,7412a3777e17857a2ca6f4b8e4c7a617f81e9e779843ac286777b66281d086a9,7607a004265a01b3540ee1c89ef0c65aff70ed3512223adc7696c6568ed27a09
V6V-066,CWC-2AC814A58B52,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Tropical Great Barrier Reef corals (e.g., Acropora, Montipora, Turbinaria, Goniopora, Galaxea, Porites).",Elevated turbidity and sedimentation; terrigenous sediment inputs.,"Reports live coral cover, sediment-tolerant species, reef accretion/growth, and community composition, but only in a warm-water tropical setting.",,,TITLE_ABSTRACT,HIGH,False,"The record concerns warm-water tropical inner-shelf reefs of the Great Barrier Reef, not cold-water or deep-sea corals or sponges. Sediment stressor and coral response are present, but tropical studies default to EXCLUDE per rules, regardless of apparent trait similarity. It is not a close cold/temperate analogue and no explicit transferability to deep-sea/cold-water taxa is provided. A warm-water review cannot serve as a citation-chain lead for the cold-water/deep-sea evidence set.",1,e55e6bcdc3005c5c7c29a85c4e46bbddb34a5d599ca4eb6bcd0b0bd7f59ca1c1,4a9660a27bf0501286b2d0e87ae196fcd684aa4210ff69107fe62abf4a6d1543
V6V-067,CWC-9E593C627937,CORE_INCLUDE,,"Cold-water glass sponges (Porifera), including Aphrocallistes vastus, Heterochone calyx, Farrea occa, and Rhabdocalyptus dawsoni, at Canada's western continental shelf reefs.",Suspended sediment concentrations (SSC) of 10–80 mg/l; small disturbances <5–10 mg/l; exposures of 3.2 mg/l and <1 mg/l above natural turbidity; modeled sediment plume transport.,Decreased excurrent flow rate (r = -0.83 to -0.92); single arrests (~5 min) and coughing arrests (>30 min); reduced feeding up to 70%; species-specific filtration arrest thresholds; clogging and pumping cessation after prolonged exposure.,,,TITLE_ABSTRACT,HIGH,False,"This dissertation directly studies cold-water glass sponge reefs and explicitly links suspended sediment exposure to biological responses. It reports in situ measurements of filtration/pumping arrests and reductions in feeding, including thresholds and species-specific differences. All required elements (organism, sediment stressor, biological response, substantive source) are present, so CORE_INCLUDE is appropriate. The closest alternative, TRANSFERABLE_MECHANISM, is unnecessary because the study is already on deep-sea/cold-water sponges. No exclusions apply.",2,eb32c6a63da02bb8793fda18ac031324f085dc384fdbc2dc4e56be4c38ff279a,f69231a756be9eeab0b5bcb608cddcd1a35567cb8abefaa00474156734cfd970
V6V-068,CWC-7AA036DA12C4,EXCLUDE,X04_SEDIMENT_PATHWAY_NOT_EXPLICIT,Massive sponges (Geodia and others) in Atlanto-Arctic upper bathyal mixed sediment habitat.,No explicit sediment stressor or exposure pathway; 'mixed sediment' is a habitat/biotope descriptor only.,No biological response to sediment reported.,,,TITLE_ABSTRACT,HIGH,False,"Record is a habitat classification entry describing a deep-sea sponge biotope on mixed sediment. It reports no sediment exposure pathway and no organism-level response. Although the organism is a cold-water sponge and sediment type is mentioned, the description does not evaluate sediment-related effects. This is a habitat-description source, not an eligible response study, and the sedimentary habitat does not justify citation-chain mining for sediment-impact evidence.",1,9ba0c3607a55b706191e502d9c28f4e6946a89e9e8e120c8ed2f1c66e2dfe432,5e6cfb178dea790ed3a38ec1364a6458a8b299c671a181e08bdf5f0491252f1c
V6V-069,CWC-97AB95DDFDBD,CORE_INCLUDE,,Juvenile cold-water coral Caryophyllia (Caryophyllia) huinayensis from Chilean Patagonia.,Experimental aquarium exposure to three sediment loads: natural concentration and 100- and 1000-fold higher levels from gravel road use and coastal erosion.,"Measured changes in coral mass, calyx dimensions, polyp expansion, tissue retraction, respiration, growth; at high loads decreased tissue cover (32% and 80%), decreased respiration (34% and 66%), reduced polyp expansion, and ~95% growth reduction.",,,TITLE_ABSTRACT,HIGH,False,"The record explicitly describes a cold-water coral, an experimental sediment stressor, and organism-level biological responses (tissue, respiration, growth, polyp behavior). This meets all core inclusion criteria. No need for transferability or citation-chain reasoning. The closest alternative would be exclusion, but the evidence clearly shows eligible responses in a deep-sea/cold-water context.",1,c65c89438ba717d3d4006a101910fc09dd30ab4ef2bfed2e181629221792cb23,9bdea90d0a9d91a1f2ca17adab38b2309e69fa17909b3a0c392e1676351baefa
V6V-070,CWC-2832DDED6B65,EXCLUDE,X01_ORGANISM_OUT_OF_SCOPE,"No coral or sponge organisms are studied; 'Coral' is the name of a gas field, not a biological taxon.","Sediment transport and deposition are described in a geological context (turbidity flows, bottom currents, reservoir architecture), but not as a stressor affecting biota.",No biological response is reported.,,,TITLE_ABSTRACT,HIGH,False,"The record concerns sedimentary geology and reservoir characterization of a deep-water play named the 'Coral Field'. There is no coral or sponge organism, no sediment-related biological stressor, and no organismal response. The term 'Coral' is not a taxonomic reference. This is outside the evidence set, and the source is not a credible citation-chain lead for biological sediment effects.",1,e7f70a804ce271ca4a163e1343f982de5111246cce744afa70926984022a3045,a54a267ba95aa66f805ef1b9e75920a948ab20a3972e2e3d39721d2e2c611d55
V6V-071,CWC-6D05CBCA75EC,EXCLUDE,X03_STRESSOR_OUT_OF_SCOPE,Deep-sea cold-water corals mentioned as habitat-forming taxa supporting infaunal sediment communities.,Deepwater Horizon oil spill; no explicit sediment-related exposure or pathway for corals/sponges.,No coral or sponge biological response reported; focuses on impacts to sediment-associated infaunal communities.,,,TITLE_ABSTRACT,HIGH,False,"The title and available abstract describe impacts of the Deepwater Horizon oil spill on deep-sea coral-associated sediment communities, focusing on infaunal communities living in sediments around cold-water corals. No coral or sponge sediment-response is reported; the stressor is oil, not an explicit sediment, drilling, burial, or resuspension pathway. The nearest alternative, CITATION_CHAIN_CANDIDATE, is not appropriate because the source's focus is oil spill effects on sediment-dwelling infauna rather than a sediment-focused deep-sea coral/sponge lead.",1,175f5842b93ddb43391d40be85bbc3e53a14e8ad0220c698e2b6e418795446c9,f612f83e9787db734528c46a71bbcbedced97ad86711f27682a3e18c5cfecea1
V6V-072,CWC-B1DE4BEDAD33,CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,"Cold-water coral framework and sponge skeletons are habitats; study organism is nematodes, not corals or sponges.",Sediment-clogged cold-water coral framework in the Porcupine Seabight; sediment infill between coral branches and sponge spicules.,Nematode community composition and microhabitat preferences; no coral or sponge biological response reported.,,Substantive cold-water coral habitat study with a direct sediment-framework focus; likely to cite studies on coral-sediment interactions and responses.,TITLE_ABSTRACT,HIGH,False,"The study examines nematode communities on cold-water coral framework, sponge skeletons, and sediment. It does not report a coral or sponge response to sediment. Therefore it is not CORE_INCLUDE or TRANSFERABLE_MECHANISM. However, as a deep/cold-water coral habitat study explicitly addressing sediment-clogged framework, it is a plausible citation-chain lead for sediment-related coral/sponge response studies. EXCLUDE is not preferred because the paper is substantive and directly about cold-water coral sediment habitat, even though the measured organisms are nematodes.",1,70215350b8ffd8adceeb5bed3bd45309c4b81056beced94be556f360972c59b6,e9cb9680c229a6cb0cfb7d1f5fcab77a1f8d536fc8aebe12891a442bb83d1043
V6V-073,CWC-69021E665E71,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Pocillopora damicornis; coral transplants in Maui, Hawai'i.","Range of sediment influence in Maui, Hawai'i.",Growth and mortality of transplants.,,,TITLE_ONLY,HIGH,False,"Title identifies a tropical Pacific coral (Pocillopora damicornis) transplanted along a sediment influence gradient in Maui, Hawai'i. Although responses (growth, mortality) are reported, the study is a warm-water tropical setting with no evidence of transferability to deep-sea or cold-water corals. Tropical studies default to EXCLUDE under the rules; no basis for TRANSFERABLE_MECHANISM is provided.",1,c8390f58ad93352d6cd5cd2ab87b1cd4c8047bf919c9cd622c197a4ef6a1fcd4,3546a14dee73a0faf3bab8111e2875c12b1417caa12f946424e18bfcec191a9b
V6V-074,CWC-6C77DE24BB65,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Tropical fringing coral reefs; branching Acropora, Porites cylindrica, Millepora intricata; no deep-sea or cold-water coral or sponge.","High turbidity setting and macrotidal environment, but no explicit sediment exposure, plume, burial, or turbidity-response pathway evaluated.","Holocene reef accretion rates and catch-up growth history; not an observed or measured organism-level sediment response such as mortality, growth, physiology, or clearance.",,,TITLE_ABSTRACT,HIGH,False,"The source describes Holocene reef growth in a turbid tropical setting in northwestern Australia. The organisms are warm-water corals (Acropora, Porites, Millepora) rather than deep-sea or cold-water corals or sponges. The high-turbidity context is environmental, but no explicit sediment exposure or biological response is reported; the record is geological/reef accretion history. Warm-water tropical studies are excluded from the evidence set unless closely transferable, and this record lacks any organism-level sediment response or deep-sea/cold-water relevance. It is not a credible citation-chain lead for the target evidence. Thus EXCLUDE with reason X02 is appropriate.",1,13c9c11335aac334765f2f22804630edb0d55c58a94620ffcdf14c441901f5f7,43863719a874808705e0ca061115b910419f8a1773be850bfc65a52495fb7d91
V6V-075,CWC-F7A81C9D6F69,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,Coral reef ecosystems; no explicit cold-water or deep-sea corals or sponges.,Ship propeller-induced water flow causing sediment erosion and resuspension.,Mentions coral reef habitat damage but no measured coral/sponge biological response reported separately.,,,TITLE_ABSTRACT,HIGH,False,"The record concerns generic coral reef ecosystems and ship propeller thresholds based on sediment rate indicators. No evidence indicates deep-sea or cold-water corals or sponges. The response is not a quantified biological effect on corals or sponges, but rather an engineering threshold for propeller operation. As a warm-water/tropical coral reef study, it does not meet scope, and no transferability basis is provided for cold-water or deep-sea comparability. Therefore, EXCLUDE with X02.",1,5063d5397f02d52563aab37be3608cbee37c93df2d1c73f4c6955cdd4634e80c,f5fe050f495b9cf1e5548f96eac28821f2e7e307f67e04e7e1f4e9c23a97d0b4
V6V-076,CWC-5C133F8FCB0A,CORE_INCLUDE,,Deep-sea glass sponge Vazella pourtalesii (Porifera).,Sediment deposition and high suspended sediment concentrations explicitly mentioned.,"Behavioral and phenological responses: passive locomotion, contracting behavior, impacts on filtering capacity, and coping with high suspended sediment.",,,TITLE_ABSTRACT,HIGH,False,"The record directly concerns a deep-sea sponge (Vazella pourtalesii) and evaluates its responses to sediment deposition and suspended sediment. The abstract explicitly describes behavioral and physiological responses such as passive locomotion, contracting behavior, and impacts on filtering capacity. This matches the core definition for an observed or assessed sediment-related biological response in a deep-sea sponge. No exclusion criteria apply. The truncated abstract is sufficient to confidently classify as CORE_INCLUDE.",1,af20bc6537fb1a38ce986268d94ef01421ab75935b749c36865a8334d5107512,c4844facab82ad42bca6d3e306f8dd8255d3b28f45c6101802339a9aab4ec42e
V6V-077,CWC-ED60A172A904,EXCLUDE,X01_ORGANISM_OUT_OF_SCOPE,"Study focuses on herbivorous fishes, not corals or sponges. Corals are mentioned only as substratum for fish feeding.","Sedimentation is a stressor, but it is assessed in relation to fish feeding behavior and biomass, not coral or sponge responses.","Measured responses are fish feeding frequency, fish biomass, and grazing rates; no coral or sponge biological response is reported.",,,TITLE_ABSTRACT,HIGH,False,"The record concerns herbivorous fishes in subtropical coral reefs. Although it examines sedimentation effects, the organisms of interest are fish, not corals or sponges. It does not report any sediment-related biological response for corals or sponges. No deep-sea or cold-water context is present. Therefore it is excluded as organism out of scope. It does not qualify as a citation-chain candidate because it is not a substantive deep-sea/cold-water coral/sponge source with a sediment focus.",1,83c9de38c9a840ffacbbffca0a66062f1c2168e18b85830c9ccd31ccd3c4c238,dbb977b4f7e46a3850a0ba70eb43f9600c670ed92ba65c1d76edf5127cc554fb
V6V-078,CWC-F020341AAC3E,CITATION_CHAIN_CANDIDATE,C02_REVIEW_OR_MONITORING_LEAD,Cold water corals: Lophelia pertusa and Paragorgia arborea in the Norwegian Sea.,Drill cuttings and drilling mud; sedimentation of discharged particles; exposure to chemicals from drilling activities.,No explicit biological response reported. Abstract mentions 'evaluation of effects on corals' and camera observation before/after drilling but no measured or observed response is described.,,Substantive deep-sea/cold-water coral source with direct drilling/sediment focus; operational study likely cites response or effect studies on drill cuttings/mud impacts on cold-water corals.,TITLE_ABSTRACT,MEDIUM,False,"The record concerns cold-water corals (Lophelia pertusa, Paragorgia arborea) in the Norwegian Sea and their potential vulnerability to drill cuttings and drilling mud. The abstract states that the company studied effects and conducted camera observations before/after drilling, but it does not report any observed or measured biological response such as mortality, growth, reproduction, or other traits. Therefore it does not meet CORE_INCLUDE. Because it is a substantive deep-sea/cold-water coral source with a direct drilling/sediment monitoring focus, it is a reasonable citation-chain lead to actual effect studies. It should not be excluded because the organism and stressor are in scope; only the response evidence is missing.",1,3825e1a79040fefb86092c62f3319e439dba7376bdb63959ae82dce7f9fdcfec,030041800a2259d63b2eeb8455a9fdc9c68e72e09f5be5bbe39557176117b942
V6V-079,CWC-164896B230FA,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,Intertidal coral reefs,Dredging,"Ecological and physiological parameters (title-level, no specific response reported)",,,TITLE_ONLY,HIGH,False,"Title clearly identifies intertidal coral reefs in Thailand, indicating a tropical warm-water environment. The stressor (dredging) is explicit, but the target organisms are outside the deep-sea/cold-water scope. The title provides no evidence of comparability to deep-sea or cold-water corals or sponges, and warm-water tropical studies are excluded unless closely transferable, which is not supported. Therefore EXCLUDE with X02.",1,39a71be263be84e9dee1c944b5c522343499fd89a291d356bff24750118c0ce2,a9dabfcc12893a53bc7a9cfc3284bbfb24477225dcdf1bff17a1406cb98801fd
V6V-080,CWC-227A2136AB45,CORE_INCLUDE,,"Hexactinellid deep-water sponge Vazella pourtalesii from Emerald Basin, Nova Scotia, Canada.",Temporarily elevated concentrations of suspended natural sediment; repeated exposure in ex situ chamber-based measurements over 7 and 14 days.,Physiological responses: bacterial clearance rates and oxygen consumption (respiration) rates. Normal clearance/respiration over 7 days; significant decline in clearance after 14 days.,,,TITLE_ABSTRACT,HIGH,False,"The record explicitly describes a deep-sea cold-water sponge (Vazella pourtalesii) exposed to elevated suspended natural sediment, with measured physiological responses (bacterial clearance and respiration rates). This directly matches the core inclusion criteria: target organism, explicit sediment pathway, and observed biological response. No inference or transferability is needed. Excluded alternatives are not relevant because the source provides a direct core response.",1,89ac3b41733f402eed20a3b23d68135039aa36d047e2347b3a293fbd2d42049a,e0e546a5dbe05f43cd4ef9874b9b9f0271f60d55a7a368deebf51de1391b4d25
