query_id,family,source,date_searched,paper_id,corpus_id,title,authors,year,publication_date,venue,publication_types,doi,arxiv_id,pubmed_id,url,is_open_access,open_access_pdf_url,citation_count,reference_count,influential_citation_count,fields_of_study,s2_fields_of_study,abstract
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7a43cc6e59a89dd871ca1bb5ba6df1a6cb37dc75,18151799,"Severe Impact and Subsequent Recovery of a Coral Assemblage following the 1997–8 El Niño Event: A 17-Year Study from Bahia, Brazil",F. Kelmo; M. Attrill,2013,2013-05-31,PLoS ONE,JournalArticle,10.1371/journal.pone.0065073,,23741459,https://www.semanticscholar.org/paper/7a43cc6e59a89dd871ca1bb5ba6df1a6cb37dc75,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0065073&type=printable,19,107,2,Medicine; Biology,Medicine; Biology; Environmental Science,"The coral reefs of northern Bahia evolved in isolation from other Atlantic systems and under conditions of high environmental stress, particularly high turbidity. We have monitored the scleractinian assemblage of four shallow bank reefs (Praia do Forte, Itacimirim, Guarajuba and Abai) annually for 17 years since 1995, collecting quantitative data on diversity and density of coral colonies. As the sampling period included the 1997–8 El Niño event, the most severe on record, for the first time these results allow a quantitative assessment of the long-term impact of this major environmental stressor on such a coral assemblage. After El Niño, most species showed significantly reduced densities of colonies, this decline occurring for the subsequent two years without evidence of any new settlement until 2001. From 2000 to 2007 the species Porites astreoides went unrecorded. Recovery was slow, and multivariate analysis revealed that assemblages had not returned to the pre-El Niño state until 2011. It therefore took 13 years for full recovery of the coral assemblage to occur, which has consequences for reef systems if such El-Niño events become more frequent in the future."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7a90351e3c659da52fa27aa987c6aad9b587459d,220043827,South Atlantic Coral Reefs Are Major Global Warming Refugia and Less Susceptible to Bleaching,M. Mies; R. Francini-Filho; C. Zilberberg; A. Garrido; G. O. Longo; Eduarda Laurentino; A. Z. Güth; P. Sumida; T. Banha,2020,2020-06-25,Frontiers in Marine Science,,10.3389/fmars.2020.00514,,,https://www.semanticscholar.org/paper/7a90351e3c659da52fa27aa987c6aad9b587459d,True,https://www.frontiersin.org/articles/10.3389/fmars.2020.00514/pdf?isPublishedV2=False,130,140,7,Geography,Geography; Environmental Science,"Mass coral bleaching has increased in intensity and frequency and has severely impacted shallow tropical reefs worldwide. Although extensive investigation has been conducted on the resistance and resilience of coral reefs in the Indo-Pacific and Caribbean, the unique reefs of the South Atlantic remain largely unassessed. Here we compiled primary and literature data for reefs from three biogeographical regions: Indo-Pacific, Caribbean and South Atlantic and performed comparative analyses to investigate whether the latter may be more resistant to bleaching. Our findings show that South Atlantic corals display critical features that make them less susceptible to mass coral bleaching: (i) deeper bathymetric distribution, as species have a mean maximum depth of occurrence of 70 m; (ii) higher tolerance to turbidity, as nearly 60% of species are found in turbid conditions; (iii) higher tolerance to nutrient enrichment, as nitrate concentration in the South Atlantic is naturally elevated; (iv) higher morphological resistance, as massive growth forms are dominant and comprise two thirds of species; and (v) more flexible symbiotic associations, as 75% of corals and 60% of symbiont phylotypes are generalists. Such features were associated with occurrence of fewer bleaching episodes with coral mortality in the South Atlantic, approximately 60% less than the Indo-Pacific and 50% less than the Caribbean. In addition, no mass coral mortality episodes associated with the three global mass bleaching events have been reported for the South Atlantic, which suffered considerably less bleaching. These results show that South Atlantic reefs display several remarkable features for withstanding thermal stress. Together with a historic experience of lower heat stress, our findings may explain why climate change impacts in this region have been less intense. Given the large extension and latitudinal distribution of South Atlantic coral reefs and communities, the region may be recognized as a major refugium and likely to resist climate change impacts more effectively than Indo-Pacific and Caribbean reefs."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7b057e6a5aea501c4c8daf01d9c41fdb2521a3c6,126629040,Recovery at Morvin: SERPENT final report,A. Gates; Daniel O. B. Jones,2010,2010-07-01,,Review,,,,https://www.semanticscholar.org/paper/7b057e6a5aea501c4c8daf01d9c41fdb2521a3c6,False,,1,0,0,Geology,Geology; Environmental Science; Geology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7c041700e1c1574783d4cb5645da3d33ebb9bb28,133218369,Effect of suspended sediments on the pumping rates of three species of glass sponge in situ,Nathan L. Grant; E. Matveev; Amanda S. Kahn; S. Archer; A. Dunham; R. Bannister; D. Eerkes-Medrano; S. Leys,2019,2019-04-18,Marine Ecology Progress Series,,10.3354/MEPS12939,,,https://www.semanticscholar.org/paper/7c041700e1c1574783d4cb5645da3d33ebb9bb28,True,https://www.int-res.com/articles/meps_oa/m615p079.pdf,22,58,2,Biology,Biology; Environmental Science,"The largest known glass sponge reefs in Canada are within the Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs Marine Protected Area (HSQCS-MPA) in British Columbia. However, human activities outside the core MPA boundaries, such as trawling, can create plumes of suspended sediments capable of travelling large distances. We studied the response of 3 glass sponge species to changes in suspended sediment concentrations (SSCs) at 170 m depth inside the HSQCS-MPA. Two species reduced excurrent flow rate in response to natural and experimentally induced increases in suspended sediment. Background suspended sediment levels were low and showed little variation (2.71 ± 0.09 mg l−1, mean ± SD). Species varied in the threshold of SSCs that triggered arrests. Sediment concentrations of 2.8− 6.4 mg l−1 caused arrests in Rhabdocalyptus dawsoni, while Heterochone calyx did not arrest until concentrations reached 5−10 mg l−1. Very small, but prolonged increases of suspended sediments (<1 mg l−1 for R. dawsoni and 3.2 mg l−1 for H. calyx) caused arrests of several hours in R. dawsoni and prolonged periods of reduced flow in H. calyx. No arrests were observed in Farrea occa, even after repeated exposures up to 57 mg l−1. A sediment transport model showed that sediment concentrations can remain high enough to affect sponge behaviour as far as 2.39 km from the source of the plume. The results highlight the importance of understanding the biology of different species for establishment of adequate boundaries in MPAs."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7c3c9cd62500230f933ceba7cdf26ea3152b8fb7,84595781,Can giant clam (Tridacna squamosa) populations be restored on Singapore's heavily impacted coral reefs?,J. Guest; P. Todd; E. Goh; Balasubramaniam S. Sivalonganathan; K. P. Reddy,2008,2008-07-01,,Review,10.1002/AQC.888,,,https://www.semanticscholar.org/paper/7c3c9cd62500230f933ceba7cdf26ea3152b8fb7,False,,49,32,2,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7c55f2b2dedc0b7a6745575c81d2b4a2c08787b1,55458456,Unsustainable Land-Based Source Pollution in a Climate of Change: A Roadblock to the Conservation and Recovery of Elkhorn Coral Acropora palmata (Lamarck 1816),Geraldine Díaz-Ortega; E. Hernández-Delgado,2014,2014-07-31,,,10.4236/NR.2014.510050,,,https://www.semanticscholar.org/paper/7c55f2b2dedc0b7a6745575c81d2b4a2c08787b1,True,http://www.scirp.org/journal/PaperDownload.aspx?paperID=48446,18,69,0,Environmental Science,Environmental Science; Environmental Science,"Chronic 
eutrophication and turbidity are critical detrimental factors impacting coral 
reef ecosystems, adversely affecting their ecological functions, services, 
benefits, and resilience across multiple spatial scales and over prolonged 
periods of time. Inadequate land use practices and lack of appropriate sewage 
treatment can adversely contribute to increase land-based source pollution 
(LBSP) impacts in coastal waters and to magnify impacts by sea surface warming 
trends associated to climate change. Fringing coral reefs off Vega Baja, Puerto 
Rico, support extensive remnant patches of Elkhorn coral Acropora palmata (Lamarck 1816), which was listed in 2006 as a threatened 
species under the US Endangered Species Act. Chronic impacts by LBSP have 
significantly affected local downstream fringing reefs. We characterized the 
spatial extent of a water quality stress gradient across 12 reefs along the 
Vega Baja coast through monthly measurements of multiple physico-chemical 
parameters. Most parameters, particularly PO4, , chlorophyll-a, and the concentration of optical 
brighteners (OABs), showed a statistically significant increase (PERMANOVA, p 4, , and chlorophyll-a, exceeded recommended concentrations 
for coral reef ecosystems by factors of 7 - 50 times, 600 - 1240 times, and 17 - 
83 times, respectively, depending on the source of the effluents and the 
distance from sewage pollution sources. Also, water turbidity exceeded 4 - 10 
times the recommended value for pristine coral reefs. Coral reefs showed 
significant decline in close proximity to the polluted zone, showing a 
significantly different benthic community structure (PERMANOVA, p i.e., 
macroalgae, algal turf) and bare substrate. Percent coral cover and abundance 
of A. palmata, showed a significant increase 
with distance. Coral species richness, species diversity index, and the 
variance in taxonomic distinctness were very low on reef patches adjacent to 
the polluted zone, increased at a moderate distance with increasing coral cover 
and co-existence of multiple species, and declined far from the pollution 
source due to dominance exerted by A. 
palmata. This study suggests that chronic LBSP resulted in a major decline 
of one of the largest and most dense remnant stands of A. palmata across the northeastern Caribbean and that nutrient and 
chlorophyll-a concentrations were 
unsustainable for coral reefs. This situation requires immediate solution to 
prevent further damage to these unprecedented resources. It further suggests 
that chronic LBSP may synergistically magnify sea-surface warming impacts 
driving corals to an increased state of risk in face of forecasted climate change 
impacts. Actions to mitigate and adapt to climate change impacts on coral reefs 
must require a priori controls of 
LBSP to be effective."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7c563e00cc807453f77ff02bbc123e4dcce7815b,83896935,Effects of a phosphate ship grounding on a red sea coral reef,J. Hawkins; C. Roberts; Toby Adamson,1991,1991-11-01,,,10.1016/0025-326X(91)90892-V,,,https://www.semanticscholar.org/paper/7c563e00cc807453f77ff02bbc123e4dcce7815b,False,,10,8,0,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7c9209e29c713ee1c58103c866745309b69b3656,36480333,Survival under chronic stress from sediment load: spatial patterns of hard coral communities in the southern islands of Singapore.,A. Dikou; R. van Woesik,2006,,Marine Pollution Bulletin,JournalArticle; Study,10.1016/J.MARPOLBUL.2005.07.021,,17027037,https://www.semanticscholar.org/paper/7c9209e29c713ee1c58103c866745309b69b3656,False,,166,57,2,Environmental Science; Medicine,Environmental Science; Medicine; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7ca53b3f371b68b7fc9d1778a97a0d44fcb6da37,83844529,ENVIRONMENTAL EFFECTS OF THE CRUISE TOURISM BOOM: SEDIMENT RESUSPENSION FROM CRUISE SHIPS AND THE POSSIBLE EFFECTS OF INCREASED TURBIDITY AND SEDIMENT DEPOSITION ON CORALS (BERMUDA),Ross Jones,2011,2011-07-01,,,10.5343/BMS.2011.1007,,,https://www.semanticscholar.org/paper/7ca53b3f371b68b7fc9d1778a97a0d44fcb6da37,False,,22,0,3,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7cc53348e25ebea81cadb598d638f6051d36d887,127328769,The effects of the 2004 Tsunami on mainland India and the Andaman and Nicobar Islands,J. Edward; S. Kulkarni; R. Jeyabaskaran; S. Lazarus; M. Anita; K. Venkataraman; Suchita Das; J. Tamelander; A. Rajasuriya; K. Jayakumar; A. Kumaraguru; N. Marimuthu; Suluka Robert; J. J. Wilson,2005,,,,,,,https://www.semanticscholar.org/paper/7cc53348e25ebea81cadb598d638f6051d36d887,False,,13,0,1,Geology,Geology; Environmental Science; Geography,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7ce033480b359dad97cf12bcf108d2bcee3aa03d,130820069,"Pr eliminary survey of diseases in the coral reefs of Burmanallah coast, Andaman's",Ch . Ra mesh; R. Mohanraju; K. N. Murthy; P. Karthick,2014,2014-10-01,,Review,,,,https://www.semanticscholar.org/paper/7ce033480b359dad97cf12bcf108d2bcee3aa03d,False,,4,31,0,Geography,Geography; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7cfb8e8c294dbeb51181a786a331bdd99bf98158,14587464,NEGATIVE CONTRIBUTION OF GROUNDWATER INPUT FROM SUBSURFACE SPRING TO CORAL REEF BLEACHING,H. Yamaguchia; Ichio Asanumaa; Hideki Shimamurab,2008,,,,,,,https://www.semanticscholar.org/paper/7cfb8e8c294dbeb51181a786a331bdd99bf98158,False,,0,17,0,,Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7dfab80239429e51769843fdcf74a30504ffa80d,208869644,Localized hypoxia may have caused coral reef mortality at the Flower Garden Banks,A. Kealoha; Shawn M. Doyle; K. Shamberger; J. Sylvan; R. Hetland; S. DiMarco,2019,2019-12-09,Coral reefs,Review,10.1007/s00338-019-01883-9,,,https://www.semanticscholar.org/paper/7dfab80239429e51769843fdcf74a30504ffa80d,False,,33,67,1,,Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7e09efac6d3e7c48d278b9d11618059c9947e745,21247413,Decadal changes in turbid-water coral communities at Pandora Reef: loss of resilience or too soon to tell?,T. Done; E. Turak; M. Wakeford; L. Devantier; A. Mcdonald; D. Fisk,2007,2007-06-27,Coral reefs,,10.1007/s00338-007-0265-3,,,https://www.semanticscholar.org/paper/7e09efac6d3e7c48d278b9d11618059c9947e745,False,,106,73,3,Environmental Science,Environmental Science; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7e1d75adf84ec0c37a02df93e9c954c7db97b368,272440457,Reef refugia in the aftermath of past episodes of global warming,Danijela Dimitrijević; N. Santodomingo; W. Kiessling,2024,2024-09-06,Coral reefs,JournalArticle,10.1007/s00338-024-02548-y,,,https://www.semanticscholar.org/paper/7e1d75adf84ec0c37a02df93e9c954c7db97b368,True,https://doi.org/10.1007/s00338-024-02548-y,11,86,0,,,"In the face of rising global temperatures, coral reefs experience coral mass bleaching and mortality. Subtropical and mesophotic environments may represent refugia for reef corals under climate change, where they can survive and eventually recolonize degraded areas. Using a comprehensive database of fossil reefs, we empirically assess the efficacy of subtropical, deeper, and turbid mesophotic environments to restore coral reefs after past global warming events. We focus on tropical coral reefs over the last 275 million years and four rapid climate warming events, which coincided with global reef crises in the geological record. In the aftermath of such hyperthermal events, we observed an increase in the proportions of reefs occurring in deeper (blue) mesophotic environments. Additionally, we found a trend of reef distributions and coral shifting towards higher latitudes. The number of coral occurrences in turbid (brown mesophotic) environments also increased after hyperthermal events. Our results suggest that subtropical, blue, and brown mesophotic environments may have served as immediate refugia for shallow-water coral species escaping warming seawater. While the patterns of reef range shifts and the establishment of blue and brown mesophotic refugia following ancient hyperthermal events provide some hope for coral reefs under current climate change, re-establishement of background reef conditions took most times millions of years. Ante el incremento de temperatura global, los arrecifes coralinos están experimentando eventos masivos de blanqueamiento y mortalidad. Los ambientes subtropicales y mesofóticos pueden representar refugios para los corales arrecifales, en los cuales pueden escapar de los efectos del cambio climático, sobrevivir y desde allí recolonizar áreas previamente degradadas. Mediante el uso de una exhaustiva base de datos en arrecifes coralinos, en este estudio se evaluó empíricamente la eficacia de los ambientes subtropicales y mesofóticos, tanto de aguas turbias someras (marrones) como de aguas claras profundas (azules), en la recuperación de arrecifes coralinos después de eventos hipertermales en el pasado. Nuestro enfoque estuvo en los arrecifes coralinos tropicales durante los últimos 275 millones de años y cuatro eventos de calentamiento climático rápido, los cuales coinciden con crisis globales en la ocurrencia de arrecifes en el registro fósil. Como consecuencia de dichos eventos hipertermales, observamos un aumento del número de arrecifes en ambientes mesofóticos de aguas profundas (azules). Además, encontramos una tendencia en la distribución de arrecifes y corales que se desplazan hacia latitudes más altas. También se observó un aumento en el número de corales que estuvieron presentes en ambientes de aguas turbias (marrones) después de dichos eventos hipertermales. Nuestros resultados sugieren que, en el pasado, los ambientes subtropicales, mesofóticos azules y mesofóticos marrones pudieron haber servido como refugios inmediatos para las especies de coral de aguas someras, en los cuales encuentran condiciones atenuantes ante el calentamiento oceánico. Si bien los patrones de desplazamiento de los arrecifes en el rango latitudinal y el establecimiento de refugios mesofóticos de aguas marrones y azules posteriores a eventos hipertermales brindan una luz de esperanza para el futuro de los arrecifes coralinos de cara al cambio climático actual, nuestros resultados evidencian que el restablecimiento de los arrecifes puede tomar millones de años."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7ed7eb63e2e33b530528398974e2e0c568baa93e,89343087,"Partial mortality of massive reef-building corals: An index of patch reef condition, Florida Reef Tract",R. Ginsburg; E. Gischler; W. Kiene,2001,,,,,,,https://www.semanticscholar.org/paper/7ed7eb63e2e33b530528398974e2e0c568baa93e,False,,72,0,7,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7ed87d58d99ca8cbe31162643198bf07c179d191,128595253,Comparative ecological analysis of Toarcian (Lower Jurassic) benthic faunas from southern France and east-central Spain,F. Fürsich; R. Berndt; Thomas Scheuer; M. Gahr,2001,2001-09-01,,,10.1111/J.1502-3931.2001.TB00048.X,,,https://www.semanticscholar.org/paper/7ed87d58d99ca8cbe31162643198bf07c179d191,False,,57,17,5,Geology,Geology; Geology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7f0a4b699893deb03b50838fd35e067ae7019cd3,118702239,ISOLASI DAN KARAKTERISASI BAKTERI KARANGPENDEGRADASI SENYAWA HERBISIDA PARAQUATDI PERAIRAN PANTAI TELUK AWUR JEPARA,Nirwani Soenardjo,2004,,,,,,,https://www.semanticscholar.org/paper/7f0a4b699893deb03b50838fd35e067ae7019cd3,False,,0,0,0,,,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7f8e0a96427030921905617b47fe4f8de53b9911,26766805,"Turbidity regimes over fringing coral reefs near a mining site at Lihir Island, Papua New Guinea.",Séverine Thomas; P. Ridd; G. Day,2003,2003-08-01,Marine Pollution Bulletin,JournalArticle; Review,10.1016/S0025-326X(03)00122-X,,12907194,https://www.semanticscholar.org/paper/7f8e0a96427030921905617b47fe4f8de53b9911,False,,36,11,0,Geology; Medicine,Geology; Medicine; Environmental Science; Geology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7f98bb97cb654912f46d993a4ff488de49186b76,53786389,Reflectance sensitivity of coral reef areas to optically-active constituents in coastal waters: computer modeling and field observations,E. Paringit; K. Nadaoka,2002,2002-11-07,IEEE International Geoscience and Remote Sensing Symposium,JournalArticle,10.1109/IGARSS.2002.1024999,,,https://www.semanticscholar.org/paper/7f98bb97cb654912f46d993a4ff488de49186b76,False,,0,2,0,Environmental Science; Computer Science,Environmental Science; Computer Science; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7fa5e212d36fedf0c17b356c7bfb676b0fff0fb5,269811097,Monitoring Strategies of Suspended Matter after Natural and Deep-Sea Mining Disturbances,S. Haalboom,,,,,10.33540/2217,,,https://www.semanticscholar.org/paper/7fa5e212d36fedf0c17b356c7bfb676b0fff0fb5,True,https://dspace.library.uu.nl/bitstream/handle/1874/452185/20240507%20-%20thesis%20sabine%20haalboom%20%20cover%20-%20663e7dd31ec17.pdf?sequence=1&isAllowed=y,0,0,0,,Environmental Science,"The world’s oceans are increasingly under pressure from human activities, leading to warming and acidification of ocean waters, overexploitation of living resources, and uncontrolled dispersion of plastic litter and other pollutants. The advance of deep-sea mining poses yet another threat, especially to the unique, vulnerable, and largely unknown deep-sea life. The excavation of metal-rich mineral deposits from the deep-sea bed will not only remove hard substrate which deep-sea fauna like sponges and corals need for settlement; it will also produce sediment plumes which will be dispersed by currents, and which are expected to affect deep-sea life over a much wider area than the actually mined area. If deep-sea mining will be given green light, strict monitoring of these sediment plumes will be needed to ensure that the dispersal of sediment plumes and concentrations of suspended particulate matter (SPM) therein will not exceed prescribed thresholds. In my PhD research I have explored strategies for effective monitoring of sediment plumes produced by deep-sea mining, with a focus on different sensor types that can be used for measuring SPM and how these sensors can best be deployed in monitoring. Field experiments in which the performance of commonly used turbidity sensors was tested in different setups and were carried out in the Whittard Canyon and the Rainbow hydrothermal vent field in the Atlantic Ocean, where enhanced suspended particle concentrations occur naturally, thereby serving as “natural laboratories”, and in the Mediterranean Sea offshore southern Spain and the Clarion-Clipperton Zone in the Pacific Ocean, where sediment plumes were produced artificially."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,7fe8f8e3a10491d2ea450ec13e190177e9b41ea9,102387263,"Compositions isotopiques (H, O) de l'eau en inclusion dans les carbonates biogéniques",Christophe Lécuyer; J. R. O'neil,1994,1994-11-01,,,,,,https://www.semanticscholar.org/paper/7fe8f8e3a10491d2ea450ec13e190177e9b41ea9,False,,3,0,0,Geology; Chemistry,Geology; Chemistry; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,800f97d770c249316938796d4bf271d140510fd4,82093978,"Interactions and adaptation strategies of marine organisms : proceedings of the 31st European Marine Biology Symposium, held in St. Petersburg, Russia, 9-13 September 1996",A. Naumov; H. Hummel; A. Sukhotin; J. S. Rayland,1997,,,Review,,,,https://www.semanticscholar.org/paper/800f97d770c249316938796d4bf271d140510fd4,False,,2,0,0,Biology,Biology; Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,800fb2f0ec5a602160a99e3a1444d451eccaec09,87688649,Effects of algal turfs and sediment accumulation on replenishment and primary productivity of fucoid assemblages,T. Alestra; L. Tait; DR Schiel,2014,2014-09-24,,,10.3354/MEPS10932,,,https://www.semanticscholar.org/paper/800fb2f0ec5a602160a99e3a1444d451eccaec09,True,https://www.int-res.com/articles/meps2014/511/m511p059.pdf,26,52,2,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,8080ba924d64515dcf3cac02e4a38e14c1a6e4f6,281653335,"Increasing Prevalence of Coral Health Issues in Narara Reef, Gulf of Kachchh",M. Selva Bharath; R. Chandran; K. Ramkumaran; Ch Satyanarayana; Rajkumar Rajan,2025,2025-09-16,Records of the Zoological Survey of India,JournalArticle,10.26515/rzsi/v125/i2s/2025/172988,,,https://www.semanticscholar.org/paper/8080ba924d64515dcf3cac02e4a38e14c1a6e4f6,True,https://doi.org/10.26515/rzsi/v125/i2s/2025/172988,0,25,0,,Environmental Science,"Coral health issues have increased significantly in recent decades due to climate change, rising sea temperatures, ocean acidification, and anthropogenic stressors, posing a major threat to reef ecosystems. The Gulf of Kachchh (GoK), known for its high turbidity caused by tidal currents, sediment influx, and coastal development, harbours marginal reefs that are increasingly vulnerable to thermal stress, disease outbreaks, and habitat degradation. To understand the stress levels on corals in these reefs, we recorded coral health issues over four years (2021 to 2024) by quantifying the prevalence of disease and health issues. Five sites in Narara Reef in the Gulf of Kachchh MNP were sampled periodically during the study duration. At each site, six replicate belt transects were established along the subtidal edge, aligned parallel to the shoreline. Four coral diseases namely yellow band disease, white syndrome, focal bleaching, and trematodiasis, and seven non-disease conditions, including fish predation, algal overgrowth, sponge overgrowth, CCA overgrowth, ascidian overgrowth, zooanthids overgrowth and worm infestation were identified. Of the 15 coral genera recorded, Porites was the most affected by health issues, which was also the second dominant genus next to Goniastrea. The prevalence of disease and coral health issues increased significantly, from 2.1% in 2021 to 5.6% in 2024 in the case of the former and from 7% to 23.1% in the latter, with non-disease health issues more widespread. Focal bleaching was the most common disease and was observed to be non-fatal to coral colonies, whereas sponge invasion was the most severe non-disease condition, with infected colonies experiencing complete mortality. These findings highlight the urgent need for targeted conservation efforts to keep disease and coral health issues in check."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,812e6cc6e3b9dbcc36cef0e857c1c3f0b69e0d1c,17555055,"Cumulative effects of suspended sediments, organic nutrients and temperature stress on early life history stages of the coral Acropora tenuis",A. Humanes; Gerard F. Ricardo; B. Willis; K. Fabricius; A. Negri,2017,2017-03-10,Scientific Reports,JournalArticle,10.1038/srep44101,,28281658,https://www.semanticscholar.org/paper/812e6cc6e3b9dbcc36cef0e857c1c3f0b69e0d1c,True,https://www.nature.com/articles/srep44101.pdf,69,76,1,Medicine; Biology,Medicine; Biology; Environmental Science,"Coral reproduction is vulnerable to both declining water quality and warming temperatures, with simultaneous exposures likely compounding the negative impact of each stressor. We investigated how early life processes of the coral Acropora tenuis respond to increasing levels of suspended sediments in combination with temperature or organic nutrients. Fertilization success and embryo development were more sensitive to suspended sediments than to high temperatures or nutrient enrichment, while larval development (after acquisition of cilia) and settlement success were predominantly affected by thermal stress. Fertilization success was reduced 80% by suspended sediments, and up to 24% by temperature, while the addition of nutrients to suspended sediments had no further impact. Larval survivorship was unaffected by any of these treatments. However, settlement success of larvae developing from treatment-exposed embryos was negatively affected by all three stressors (e.g. up to 55% by suspended sediments), while exposure only during later larval stages predominantly responded to temperature stress. Environmentally relevant levels of suspended sediments and temperature had the greatest impacts, affecting more processes than the combined impacts of sediments and nutrients. These results suggest that management strategies to maintain suspended sediments at low concentrations during coral spawning events will benefit coral recruitment, especially with warming climate."
